ticket_id,created_at,category,description,resolution_minutes,escalated,channel,customer_tier
TKT-01627,2025-04-05T07:56:00Z,appointment scheduling,Caller requests an appointment-time change under HP-62212.,59,True,phone,premium care
TKT-00062,2025-04-05T08:07:00Z,referral status,Referral routing update requested under HP-96599.,78,True,email,medicare support
TKT-01223,2025-04-05T10:48:00Z,appointment scheduling,Caller requests an appointment-time change under HP-23111.,11,False,web portal,standard
TKT-00945,2025-04-05T13:51:00Z,medical records request,Records request status inquiry references HP-79396.,45,False,email,medicare support
TKT-01234,2025-04-05T14:56:00Z,portal access,Customer reports a locked portal account under HP-47929.,11,False,web portal,medicare support
TKT-00121,2025-04-05T18:16:00Z,prescription refill request,Refill request status inquiry references HP-51862; no clinical details included.,102,True,email,medicare support
TKT-00318,2025-04-05T22:01:00Z,portal access,Portal password reset requested for HP-84597.,12,False,web portal,standard
TKT-01541,2025-04-06T01:08:00Z,prescription refill request,Refill request status inquiry references HP-16501; no clinical details included.,74,True,phone,medicare support
TKT-02932,2025-04-06T01:21:00Z,portal access,Customer reports a locked portal account under HP-62033.,16,False,phone,standard
TKT-02602,2025-04-06T03:10:00Z,medical records request,Records request status inquiry references HP-27232.,92,False,email,employer plan
TKT-02616,2025-04-06T03:26:00Z,referral status,Customer requests administrative referral status for HP-62780.,57,True,phone,standard
TKT-01598,2025-04-06T03:36:00Z,billing question,Customer asks about an administrative statement under HP-61014.,62,False,phone,employer plan
TKT-00192,2025-04-06T05:40:00Z,appointment scheduling,Administrative scheduling request for reference HP-32748.,21,False,phone,standard
TKT-00493,2025-04-06T07:45:00Z,billing question,Customer requests an explanation of a service charge for HP-23119.,25,False,chat,employer plan
TKT-00117,2025-04-06T08:42:00Z,portal access,Portal password reset requested for HP-45460.,14,False,web portal,premium care
TKT-00285,2025-04-06T10:08:00Z,appointment scheduling,Customer asks about available scheduling options for HP-97230.,18,False,phone,medicare support
TKT-01371,2025-04-06T13:01:00Z,referral status,Customer asks whether referral paperwork was received for HP-75010.,20,False,web portal,standard
TKT-01615,2025-04-06T14:23:00Z,billing question,Payment posting question references HP-80410.,67,False,email,standard
TKT-00880,2025-04-06T14:45:00Z,appointment scheduling,Caller requests an appointment-time change under HP-93292.,9,False,phone,medicare support
TKT-01243,2025-04-06T17:48:00Z,billing question,Customer asks about an administrative statement under HP-72461.,46,False,email,employer plan
TKT-00060,2025-04-06T18:17:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-23425.,70,False,phone,standard
TKT-01206,2025-04-06T23:13:00Z,portal access,Portal password reset requested for HP-32863.,9,False,web portal,premium care
TKT-01879,2025-04-07T01:48:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-22913.,59,False,phone,medicare support
TKT-01196,2025-04-07T05:14:00Z,medical records request,Records request status inquiry references HP-43250.,120,False,web portal,employer plan
TKT-00126,2025-04-07T05:31:00Z,billing question,Payment posting question references HP-27148.,47,False,phone,employer plan
TKT-02319,2025-04-07T07:03:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-54152.,84,False,phone,medicare support
TKT-01899,2025-04-07T07:27:00Z,appointment scheduling,Customer asks about available scheduling options for HP-27279.,18,False,phone,standard
TKT-01124,2025-04-07T08:22:00Z,appointment scheduling,Administrative scheduling request for reference HP-88578.,15,False,phone,standard
TKT-01671,2025-04-07T12:40:00Z,portal access,Customer reports a locked portal account under HP-65961.,4,False,web portal,employer plan
TKT-01571,2025-04-07T13:22:00Z,appointment scheduling,Caller requests an appointment-time change under HP-59664.,22,False,phone,employer plan
TKT-01015,2025-04-07T13:58:00Z,portal access,Customer reports a locked portal account under HP-36356.,52,True,phone,standard
TKT-00730,2025-04-07T15:06:00Z,portal access,Customer reports a locked portal account under HP-28929.,9,False,phone,standard
TKT-00581,2025-04-07T15:30:00Z,insurance eligibility,Coverage administration question references HP-68143.,98,True,phone,standard
TKT-00347,2025-04-07T17:10:00Z,medical records request,Customer requests records-release instructions under HP-27817.,94,False,phone,employer plan
TKT-02090,2025-04-07T17:12:00Z,appointment scheduling,Administrative scheduling request for reference HP-31898.,22,False,phone,standard
TKT-01985,2025-04-07T20:52:00Z,general inquiry,Customer request requires manual routing under HP-96572.,25,False,phone,medicare support
TKT-01695,2025-04-07T21:01:00Z,medical records request,Customer asks which authorization form applies to HP-37440.,94,True,phone,standard
TKT-02641,2025-04-07T21:14:00Z,billing question,Customer requests an explanation of a service charge for HP-63984.,72,True,phone,premium care
TKT-00657,2025-04-07T21:37:00Z,portal access,Customer cannot access the service portal under HP-52083.,14,False,web portal,medicare support
TKT-01433,2025-04-07T22:47:00Z,portal access,Portal password reset requested for HP-49692.,15,False,web portal,standard
TKT-00964,2025-04-07T23:51:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-13739.,82,False,web portal,standard
TKT-02938,2025-04-08T00:04:00Z,medical records request,Customer requests records-release instructions under HP-41663.,53,False,email,employer plan
TKT-02007,2025-04-08T00:11:00Z,appointment scheduling,Customer asks about available scheduling options for HP-59438.,8,False,web portal,medicare support
TKT-01731,2025-04-08T00:18:00Z,general inquiry,Uncategorized administrative inquiry references HP-22097.,42,False,phone,employer plan
TKT-01401,2025-04-08T00:58:00Z,general inquiry,Uncategorized administrative inquiry references HP-45616.,29,False,email,employer plan
TKT-02492,2025-04-08T01:24:00Z,appointment scheduling,Caller requests an appointment-time change under HP-55107.,22,False,chat,employer plan
TKT-02861,2025-04-08T01:40:00Z,appointment scheduling,Administrative scheduling request for reference HP-37355.,23,False,phone,employer plan
TKT-00280,2025-04-08T02:29:00Z,appointment scheduling,Caller requests an appointment-time change under HP-97668.,13,False,web portal,employer plan
TKT-02902,2025-04-08T02:55:00Z,portal access,Portal password reset requested for HP-86575.,12,False,chat,medicare support
TKT-02184,2025-04-08T03:13:00Z,appointment scheduling,Administrative scheduling request for reference HP-63022.,9,False,web portal,standard
TKT-00913,2025-04-08T04:49:00Z,referral status,Customer asks whether referral paperwork was received for HP-53576.,43,False,web portal,medicare support
TKT-00116,2025-04-08T07:00:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-34824.,49,False,phone,medicare support
TKT-00512,2025-04-08T07:50:00Z,appointment scheduling,Customer asks about available scheduling options for HP-51433.,24,False,phone,standard
TKT-01956,2025-04-08T09:58:00Z,prescription refill request,Administrative refill request requires licensed-team review under HP-51779.,113,True,phone,premium care
TKT-02774,2025-04-08T14:55:00Z,referral status,Customer requests administrative referral status for HP-56718.,19,False,chat,standard
TKT-00390,2025-04-08T15:12:00Z,prescription refill request,Administrative refill request requires licensed-team review under HP-17698.,116,True,phone,employer plan
TKT-00027,2025-04-08T16:12:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-34826.,49,False,email,medicare support
TKT-02752,2025-04-08T17:41:00Z,portal access,Customer cannot access the service portal under HP-95939.,14,False,web portal,employer plan
TKT-02681,2025-04-08T18:57:00Z,appointment scheduling,Administrative scheduling request for reference HP-88209.,21,False,phone,premium care
TKT-02588,2025-04-08T20:37:00Z,referral status,Customer asks whether referral paperwork was received for HP-80876.,33,False,phone,standard
TKT-01856,2025-04-08T23:07:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-38017.,102,True,phone,employer plan
TKT-01084,2025-04-08T23:14:00Z,general inquiry,Customer request requires manual routing under HP-17114.,51,False,phone,standard
TKT-00414,2025-04-09T01:12:00Z,medical records request,Customer asks which authorization form applies to HP-93334.,123,True,email,medicare support
TKT-01768,2025-04-09T01:21:00Z,portal access,Portal password reset requested for HP-73622.,8,False,chat,medicare support
TKT-02717,2025-04-09T02:10:00Z,medical records request,Records request status inquiry references HP-91469.,59,False,email,standard
TKT-01235,2025-04-09T02:16:00Z,billing question,Customer requests an explanation of a service charge for HP-14454.,27,False,email,standard
TKT-01368,2025-04-09T03:36:00Z,appointment scheduling,Administrative scheduling request for reference HP-60111.,26,False,phone,employer plan
TKT-00278,2025-04-09T04:03:00Z,portal access,Customer reports a locked portal account under HP-69732.,16,False,chat,medicare support
TKT-00645,2025-04-09T07:01:00Z,referral status,Referral routing update requested under HP-93855.,40,False,phone,medicare support
TKT-01634,2025-04-09T08:18:00Z,appointment scheduling,Caller requests an appointment-time change under HP-75064.,18,False,phone,premium care
TKT-01302,2025-04-09T11:13:00Z,portal access,Customer cannot access the service portal under HP-23542.,16,False,email,standard
TKT-00069,2025-04-09T12:41:00Z,prescription refill request,Customer asks for refill-request routing under HP-18917.,97,True,phone,medicare support
TKT-00464,2025-04-09T13:26:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-84211.,127,True,phone,medicare support
TKT-00616,2025-04-09T17:49:00Z,portal access,Portal password reset requested for HP-58384.,44,True,phone,standard
TKT-00299,2025-04-09T19:00:00Z,prescription refill request,Customer asks for refill-request routing under HP-57715.,137,True,email,standard
TKT-00617,2025-04-09T22:38:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-24897.,41,False,phone,standard
TKT-02061,2025-04-09T23:07:00Z,general inquiry,Uncategorized administrative inquiry references HP-96394.,40,True,phone,employer plan
TKT-02760,2025-04-10T00:01:00Z,portal access,Customer cannot access the service portal under HP-17018.,11,False,chat,employer plan
TKT-00892,2025-04-10T00:42:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-39897.,79,True,phone,employer plan
TKT-02637,2025-04-10T06:43:00Z,referral status,Customer requests administrative referral status for HP-55553.,27,False,web portal,standard
TKT-00444,2025-04-10T07:21:00Z,insurance eligibility,Coverage administration question references HP-19519.,42,False,email,employer plan
TKT-02460,2025-04-10T07:25:00Z,billing question,Payment posting question references HP-82951.,31,False,phone,employer plan
TKT-01117,2025-04-10T13:12:00Z,medical records request,Customer asks which authorization form applies to HP-18458.,120,False,web portal,standard
TKT-00080,2025-04-10T14:02:00Z,prescription refill request,Customer asks for refill-request routing under HP-24008.,75,False,web portal,medicare support
TKT-00446,2025-04-10T14:29:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-81548.,45,False,email,employer plan
TKT-01050,2025-04-10T15:05:00Z,appointment scheduling,Customer asks about available scheduling options for HP-16487.,25,False,chat,standard
TKT-00635,2025-04-10T15:22:00Z,appointment scheduling,Customer asks about available scheduling options for HP-43241.,20,False,phone,standard
TKT-02242,2025-04-10T15:33:00Z,portal access,Portal password reset requested for HP-10670.,6,False,chat,standard
TKT-00777,2025-04-10T16:21:00Z,prescription refill request,Customer asks for refill-request routing under HP-69256.,79,False,phone,standard
TKT-02554,2025-04-10T21:23:00Z,prescription refill request,Refill request status inquiry references HP-42485; no clinical details included.,81,False,phone,employer plan
TKT-02172,2025-04-11T01:25:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-79733.,73,False,email,employer plan
TKT-02046,2025-04-11T04:41:00Z,referral status,Customer requests administrative referral status for HP-38270.,36,False,email,employer plan
TKT-00844,2025-04-11T04:44:00Z,insurance eligibility,Coverage administration question references HP-70499.,87,True,phone,standard
TKT-02022,2025-04-11T05:06:00Z,medical records request,Customer requests records-release instructions under HP-36440.,55,False,email,premium care
TKT-00321,2025-04-11T05:59:00Z,portal access,Customer reports a locked portal account under HP-52055.,16,False,web portal,employer plan
TKT-00798,2025-04-11T05:59:00Z,appointment scheduling,Caller requests an appointment-time change under HP-17580.,26,False,phone,employer plan
TKT-02810,2025-04-11T09:28:00Z,billing question,Payment posting question references HP-53094.,39,False,email,employer plan
TKT-02882,2025-04-11T10:00:00Z,portal access,Customer cannot access the service portal under HP-49004.,12,False,web portal,standard
TKT-02958,2025-04-11T11:15:00Z,portal access,Customer reports a locked portal account under HP-10668.,15,False,web portal,standard
TKT-00246,2025-04-11T12:40:00Z,appointment scheduling,Caller requests an appointment-time change under HP-19319.,16,False,phone,standard
TKT-02865,2025-04-11T14:28:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-19208.,34,False,phone,employer plan
TKT-02347,2025-04-11T15:30:00Z,appointment scheduling,Caller requests an appointment-time change under HP-89106.,22,False,phone,employer plan
TKT-00430,2025-04-11T16:17:00Z,prescription refill request,Administrative refill request requires licensed-team review under HP-33589.,132,True,email,employer plan
TKT-00074,2025-04-11T17:32:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-51350.,82,False,phone,standard
TKT-01673,2025-04-11T18:31:00Z,prescription refill request,Administrative refill request requires licensed-team review under HP-78326.,136,True,phone,medicare support
TKT-01348,2025-04-11T19:25:00Z,appointment scheduling,Customer asks about available scheduling options for HP-44265.,27,False,phone,medicare support
TKT-00134,2025-04-11T19:41:00Z,appointment scheduling,Caller requests an appointment-time change under HP-12162.,19,False,web portal,medicare support
TKT-00866,2025-04-11T19:50:00Z,appointment scheduling,Customer asks about available scheduling options for HP-16180.,13,False,phone,standard
TKT-02710,2025-04-11T22:12:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-73679.,107,True,web portal,employer plan
TKT-01602,2025-04-11T22:35:00Z,portal access,Customer reports a locked portal account under HP-60651.,5,False,web portal,medicare support
TKT-02446,2025-04-11T22:54:00Z,appointment scheduling,Customer asks about available scheduling options for HP-47275.,9,False,phone,medicare support
TKT-01054,2025-04-11T23:05:00Z,appointment scheduling,Caller requests an appointment-time change under HP-92199.,16,False,web portal,premium care
TKT-01752,2025-04-12T01:01:00Z,billing question,Customer requests an explanation of a service charge for HP-45685.,35,False,phone,standard
TKT-02634,2025-04-12T01:15:00Z,appointment scheduling,Caller requests an appointment-time change under HP-24735.,21,False,phone,employer plan
TKT-01516,2025-04-12T06:13:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-88151.,58,False,chat,employer plan
TKT-01662,2025-04-12T06:57:00Z,insurance eligibility,Coverage administration question references HP-64446.,44,False,email,medicare support
TKT-00043,2025-04-12T07:49:00Z,insurance eligibility,Coverage administration question references HP-46844.,48,False,phone,premium care
TKT-00156,2025-04-12T09:47:00Z,billing question,Customer asks about an administrative statement under HP-32109.,69,False,web portal,standard
TKT-01835,2025-04-12T10:10:00Z,appointment scheduling,Caller requests an appointment-time change under HP-86568.,21,False,web portal,employer plan
TKT-02054,2025-04-12T10:22:00Z,appointment scheduling,Customer asks about available scheduling options for HP-44393.,16,False,phone,standard
TKT-00385,2025-04-12T10:30:00Z,appointment scheduling,Customer asks about available scheduling options for HP-82289.,26,False,web portal,standard
TKT-02006,2025-04-12T11:24:00Z,referral status,Customer asks whether referral paperwork was received for HP-32228.,48,False,phone,standard
TKT-00850,2025-04-12T11:33:00Z,billing question,Payment posting question references HP-62429.,67,True,email,standard
TKT-01296,2025-04-12T11:38:00Z,portal access,Portal password reset requested for HP-40257.,14,False,chat,standard
TKT-00811,2025-04-12T16:25:00Z,appointment scheduling,Caller requests an appointment-time change under HP-23401.,11,False,web portal,standard
TKT-01437,2025-04-12T17:06:00Z,appointment scheduling,Administrative scheduling request for reference HP-28471.,19,False,phone,standard
TKT-02631,2025-04-12T23:07:00Z,portal access,Customer reports a locked portal account under HP-81515.,15,False,web portal,medicare support
TKT-01021,2025-04-12T23:17:00Z,medical records request,Records request status inquiry references HP-18085.,172,True,phone,premium care
TKT-01041,2025-04-13T01:22:00Z,medical records request,Customer requests records-release instructions under HP-90541.,102,False,email,standard
TKT-02306,2025-04-13T01:55:00Z,portal access,Portal password reset requested for HP-81519.,16,False,email,employer plan
TKT-01581,2025-04-13T02:35:00Z,referral status,Customer requests administrative referral status for HP-41498.,38,False,phone,standard
TKT-00261,2025-04-13T03:12:00Z,appointment scheduling,Administrative scheduling request for reference HP-29191.,21,False,web portal,medicare support
TKT-01920,2025-04-13T03:42:00Z,appointment scheduling,Caller requests an appointment-time change under HP-77198.,8,False,phone,standard
TKT-01346,2025-04-13T03:51:00Z,billing question,Customer requests an explanation of a service charge for HP-30947.,50,False,phone,medicare support
TKT-01845,2025-04-13T04:25:00Z,referral status,Referral routing update requested under HP-67015.,32,False,email,standard
TKT-00829,2025-04-13T07:07:00Z,appointment scheduling,Administrative scheduling request for reference HP-30307.,28,False,phone,premium care
TKT-00160,2025-04-13T10:26:00Z,appointment scheduling,Caller requests an appointment-time change under HP-76558.,21,False,phone,medicare support
TKT-01971,2025-04-13T10:38:00Z,appointment scheduling,Caller requests an appointment-time change under HP-57399.,9,False,web portal,employer plan
TKT-02831,2025-04-13T11:01:00Z,billing question,Customer requests an explanation of a service charge for HP-58382.,51,True,web portal,standard
TKT-00981,2025-04-13T11:19:00Z,portal access,Customer cannot access the service portal under HP-86414.,12,False,web portal,standard
TKT-00402,2025-04-13T12:03:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-36123.,93,True,email,standard
TKT-02239,2025-04-13T13:57:00Z,general inquiry,Uncategorized administrative inquiry references HP-46257.,67,False,web portal,standard
TKT-01717,2025-04-13T14:36:00Z,portal access,Customer cannot access the service portal under HP-68877.,7,False,chat,standard
TKT-00114,2025-04-13T14:51:00Z,appointment scheduling,Administrative scheduling request for reference HP-14764.,20,False,phone,standard
TKT-01007,2025-04-13T17:59:00Z,prescription refill request,Customer asks for refill-request routing under HP-63918.,100,True,phone,medicare support
TKT-01658,2025-04-13T18:28:00Z,appointment scheduling,Administrative scheduling request for reference HP-67305.,27,False,phone,premium care
TKT-01413,2025-04-13T19:50:00Z,insurance eligibility,Coverage administration question references HP-39382.,33,False,web portal,premium care
TKT-01062,2025-04-13T21:25:00Z,billing question,Customer requests an explanation of a service charge for HP-22830.,47,False,email,employer plan
TKT-02952,2025-04-13T22:09:00Z,portal access,Customer reports a locked portal account under HP-71753.,67,True,web portal,employer plan
TKT-02939,2025-04-13T23:28:00Z,portal access,Customer cannot access the service portal under HP-82841.,15,False,web portal,premium care
TKT-02997,2025-04-14T00:44:00Z,portal access,Customer reports a locked portal account under HP-59105.,35,True,web portal,employer plan
TKT-02931,2025-04-14T01:29:00Z,portal access,Customer reports a locked portal account under HP-44958.,14,False,web portal,standard
TKT-01400,2025-04-14T04:21:00Z,referral status,Referral routing update requested under HP-69617.,53,False,web portal,employer plan
TKT-01236,2025-04-14T04:59:00Z,general inquiry,Customer request requires manual routing under HP-53758.,82,True,phone,employer plan
TKT-00478,2025-04-14T07:45:00Z,portal access,Customer reports a locked portal account under HP-58093.,10,False,web portal,standard
TKT-01902,2025-04-14T09:45:00Z,prescription refill request,Customer asks for refill-request routing under HP-91960.,51,False,web portal,employer plan
TKT-00480,2025-04-14T09:56:00Z,appointment scheduling,Customer asks about available scheduling options for HP-42409.,18,False,phone,employer plan
TKT-00922,2025-04-14T12:35:00Z,billing question,Customer requests an explanation of a service charge for HP-16152.,73,False,phone,standard
TKT-00788,2025-04-14T14:58:00Z,billing question,Payment posting question references HP-14090.,25,False,email,premium care
TKT-02033,2025-04-14T15:28:00Z,appointment scheduling,Administrative scheduling request for reference HP-28235.,23,False,web portal,employer plan
TKT-02309,2025-04-14T17:02:00Z,appointment scheduling,Caller requests an appointment-time change under HP-87023.,11,False,phone,standard
TKT-01153,2025-04-14T17:38:00Z,portal access,Customer cannot access the service portal under HP-73383.,4,False,phone,employer plan
TKT-02099,2025-04-14T17:54:00Z,appointment scheduling,Customer asks about available scheduling options for HP-55777.,20,False,web portal,employer plan
TKT-00311,2025-04-14T20:34:00Z,appointment scheduling,Administrative scheduling request for reference HP-17494.,28,False,email,employer plan
TKT-02935,2025-04-14T20:48:00Z,referral status,Referral routing update requested under HP-66139.,27,False,web portal,employer plan
TKT-00825,2025-04-14T21:28:00Z,portal access,Portal password reset requested for HP-99134.,11,False,chat,employer plan
TKT-01240,2025-04-14T21:36:00Z,appointment scheduling,Customer asks about available scheduling options for HP-16505.,9,False,email,employer plan
TKT-02248,2025-04-14T23:53:00Z,prescription refill request,Refill request status inquiry references HP-28122; no clinical details included.,82,False,phone,medicare support
TKT-02410,2025-04-15T01:11:00Z,appointment scheduling,Administrative scheduling request for reference HP-68647.,14,False,phone,medicare support
TKT-02990,2025-04-15T02:12:00Z,prescription refill request,Customer asks for refill-request routing under HP-54722.,82,False,email,medicare support
TKT-00577,2025-04-15T03:52:00Z,portal access,Customer cannot access the service portal under HP-35566.,5,False,web portal,premium care
TKT-01922,2025-04-15T05:12:00Z,portal access,Customer cannot access the service portal under HP-24076.,8,False,chat,standard
TKT-01502,2025-04-15T06:26:00Z,appointment scheduling,Administrative scheduling request for reference HP-16284.,27,False,phone,standard
TKT-01728,2025-04-15T07:23:00Z,portal access,Customer reports a locked portal account under HP-35664.,16,False,web portal,standard
TKT-02930,2025-04-15T07:39:00Z,portal access,Customer cannot access the service portal under HP-94338.,14,False,web portal,employer plan
TKT-02982,2025-04-15T08:05:00Z,appointment scheduling,Caller requests an appointment-time change under HP-85947.,8,False,email,standard
TKT-02037,2025-04-15T08:46:00Z,insurance eligibility,Coverage administration question references HP-64062.,81,False,email,medicare support
TKT-02844,2025-04-15T09:47:00Z,medical records request,Customer asks which authorization form applies to HP-64113.,116,True,web portal,premium care
TKT-00943,2025-04-15T10:09:00Z,medical records request,Customer asks which authorization form applies to HP-28924.,104,False,phone,standard
TKT-01121,2025-04-15T10:51:00Z,billing question,Customer requests an explanation of a service charge for HP-31934.,37,False,phone,premium care
TKT-00977,2025-04-15T11:49:00Z,portal access,Customer reports a locked portal account under HP-71834.,9,False,chat,employer plan
TKT-02257,2025-04-15T13:55:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-87487.,37,False,phone,standard
TKT-00856,2025-04-15T14:38:00Z,portal access,Customer cannot access the service portal under HP-92006.,4,False,web portal,premium care
TKT-01239,2025-04-15T16:00:00Z,prescription refill request,Administrative refill request requires licensed-team review under HP-25671.,101,True,phone,standard
TKT-02818,2025-04-15T16:40:00Z,referral status,Customer requests administrative referral status for HP-27414.,43,False,web portal,standard
TKT-02922,2025-04-15T18:15:00Z,appointment scheduling,Administrative scheduling request for reference HP-70143.,27,False,phone,standard
TKT-01187,2025-04-15T18:41:00Z,appointment scheduling,Caller requests an appointment-time change under HP-13592.,20,False,web portal,standard
TKT-00331,2025-04-15T19:18:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-67769.,32,False,email,standard
TKT-00275,2025-04-15T19:28:00Z,portal access,Customer cannot access the service portal under HP-76621.,7,False,web portal,standard
TKT-02889,2025-04-15T19:30:00Z,appointment scheduling,Customer asks about available scheduling options for HP-25363.,22,False,phone,standard
TKT-01170,2025-04-15T19:43:00Z,appointment scheduling,Customer asks about available scheduling options for HP-42582.,25,False,phone,standard
TKT-00040,2025-04-15T19:57:00Z,appointment scheduling,Caller requests an appointment-time change under HP-65310.,24,False,phone,premium care
TKT-02943,2025-04-16T01:36:00Z,portal access,Customer reports a locked portal account under HP-97649.,13,False,web portal,standard
TKT-01973,2025-04-16T03:48:00Z,general inquiry,Uncategorized administrative inquiry references HP-58067.,76,True,phone,employer plan
TKT-01670,2025-04-16T06:25:00Z,appointment scheduling,Administrative scheduling request for reference HP-17687.,15,False,phone,premium care
TKT-02701,2025-04-16T07:05:00Z,appointment scheduling,Administrative scheduling request for reference HP-22311.,10,False,phone,premium care
TKT-02993,2025-04-16T09:38:00Z,portal access,Portal password reset requested for HP-40933.,5,False,web portal,standard
TKT-01489,2025-04-16T14:32:00Z,insurance eligibility,Coverage administration question references HP-29691.,35,False,phone,employer plan
TKT-01471,2025-04-16T17:53:00Z,referral status,Customer requests administrative referral status for HP-31607.,25,False,web portal,standard
TKT-00667,2025-04-16T22:51:00Z,appointment scheduling,Customer asks about available scheduling options for HP-94052.,11,False,phone,premium care
TKT-01244,2025-04-16T23:12:00Z,appointment scheduling,Caller requests an appointment-time change under HP-55583.,20,False,web portal,premium care
TKT-02366,2025-04-16T23:27:00Z,portal access,Portal password reset requested for HP-36190.,7,False,chat,employer plan
TKT-01597,2025-04-16T23:32:00Z,appointment scheduling,Caller requests an appointment-time change under HP-26131.,14,False,phone,premium care
TKT-02771,2025-04-16T23:45:00Z,portal access,Customer cannot access the service portal under HP-14052.,10,False,email,employer plan
TKT-00495,2025-04-17T02:41:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-48617.,32,False,phone,employer plan
TKT-01867,2025-04-17T04:53:00Z,referral status,Referral routing update requested under HP-85594.,31,False,phone,standard
TKT-01375,2025-04-17T05:24:00Z,portal access,Customer cannot access the service portal under HP-52669.,7,False,web portal,standard
TKT-02142,2025-04-17T05:41:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-38106.,56,False,phone,employer plan
TKT-02972,2025-04-17T05:45:00Z,medical records request,Customer asks which authorization form applies to HP-89914.,108,True,web portal,medicare support
TKT-00047,2025-04-17T07:58:00Z,prescription refill request,Customer asks for refill-request routing under HP-28575.,94,True,phone,standard
TKT-00436,2025-04-17T08:44:00Z,prescription refill request,Administrative refill request requires licensed-team review under HP-17709.,36,False,phone,standard
TKT-01987,2025-04-17T10:12:00Z,appointment scheduling,Customer asks about available scheduling options for HP-98190.,16,False,web portal,standard
TKT-00364,2025-04-17T10:46:00Z,general inquiry,Customer request requires manual routing under HP-41044.,26,False,email,standard
TKT-00548,2025-04-17T10:58:00Z,appointment scheduling,Customer asks about available scheduling options for HP-95488.,26,False,phone,medicare support
TKT-00441,2025-04-17T11:50:00Z,portal access,Customer cannot access the service portal under HP-24631.,8,False,web portal,standard
TKT-01913,2025-04-17T13:20:00Z,medical records request,Customer requests records-release instructions under HP-97069.,87,False,web portal,employer plan
TKT-01908,2025-04-17T14:02:00Z,appointment scheduling,Customer asks about available scheduling options for HP-87607.,24,False,chat,standard
TKT-00708,2025-04-17T14:47:00Z,portal access,Customer reports a locked portal account under HP-16426.,15,False,web portal,premium care
TKT-00213,2025-04-17T15:00:00Z,insurance eligibility,Coverage administration question references HP-68912.,71,False,chat,standard
TKT-01796,2025-04-17T16:56:00Z,appointment scheduling,Caller requests an appointment-time change under HP-46921.,21,False,email,medicare support
TKT-00249,2025-04-17T19:41:00Z,portal access,Customer reports a locked portal account under HP-27796.,9,False,web portal,medicare support
TKT-00198,2025-04-17T20:47:00Z,appointment scheduling,Customer asks about available scheduling options for HP-33437.,8,False,email,medicare support
TKT-01160,2025-04-17T21:02:00Z,prescription refill request,Refill request status inquiry references HP-43817; no clinical details included.,114,True,phone,employer plan
TKT-00393,2025-04-17T21:10:00Z,appointment scheduling,Customer asks about available scheduling options for HP-94835.,11,False,chat,standard
TKT-01485,2025-04-17T21:26:00Z,appointment scheduling,Caller requests an appointment-time change under HP-41584.,48,True,web portal,employer plan
TKT-02859,2025-04-17T22:32:00Z,insurance eligibility,Coverage administration question references HP-27131.,69,True,phone,medicare support
TKT-01379,2025-04-17T23:45:00Z,appointment scheduling,Caller requests an appointment-time change under HP-20257.,13,False,phone,employer plan
TKT-01394,2025-04-18T00:48:00Z,billing question,Customer asks about an administrative statement under HP-78458.,54,False,phone,standard
TKT-02072,2025-04-18T00:50:00Z,referral status,Referral routing update requested under HP-27069.,45,False,web portal,employer plan
TKT-01308,2025-04-18T04:03:00Z,prescription refill request,Administrative refill request requires licensed-team review under HP-71590.,85,True,phone,standard
TKT-01068,2025-04-18T04:43:00Z,appointment scheduling,Administrative scheduling request for reference HP-55377.,20,False,phone,standard
TKT-00847,2025-04-18T07:05:00Z,appointment scheduling,Customer asks about available scheduling options for HP-88568.,13,False,phone,standard
TKT-00950,2025-04-18T07:17:00Z,appointment scheduling,Caller requests an appointment-time change under HP-35628.,27,False,web portal,standard
TKT-02094,2025-04-18T07:42:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-92904.,74,False,email,employer plan
TKT-01901,2025-04-18T09:27:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-19382.,48,False,phone,standard
TKT-00072,2025-04-18T09:54:00Z,portal access,Portal password reset requested for HP-78517.,16,False,email,standard
TKT-02394,2025-04-18T10:56:00Z,appointment scheduling,Caller requests an appointment-time change under HP-59008.,22,False,web portal,employer plan
